SubjectArea,Subject,Band,ASComponentCode,ASComponentText,Strand,Keywords,LinkedContentCodes,ConfidenceScore
English,English as an Additional Language,Level C2,VC2EALC2ASC19,They independently write some basic texts and experiment with presenting their own ideas.,Writing,"basic,experiment,ideas,independently,presenting,some,texts,write","VC2EALC2W05,VC2EALC2W03,VC2EALC2W04,VC2EALC2W06,VC2EALC2W01",High
English,English as an Additional Language,Level C2,VC2EALC2ASC20,Their texts show varying spelling and grammatical accuracy.,Writing,"accuracy,grammatical,show,spelling,texts,varying","VC2EALC2W08,VC2EALC2W09,VC2EALC2W11,VC2EALC2W14,VC2EALC2W01",High
English,English as an Additional Language,Level C2,VC2EALC2ASC21,"They incorporate emerging vocabulary, punctuation and grammatical features to achieve desired effects.",Writing,"achieve,desired,effects,emerging,features,grammatical,incorporate,punctuation,vocabulary","VC2EALC2W02,VC2EALC2W04,VC2EALC2W10,VC2EALC2W12,VC2EALC2W14",High
English,English as an Additional Language,Level C2,VC2EALC2ASC22,They use an increasing range of simple connectives to indicate basic relationships within and between sentences and paragraphs.,Writing,"basic,between,connectives,increasing,indicate,paragraphs,range,relationships,sentences,simple,within","VC2EALC2W02,VC2EALC2W05,VC2EALC2W06,VC2EALC2W12,VC2EALC2W01",High
English,English as an Additional Language,Level C2,VC2EALC2ASC23,"They choose appropriate text structures and use headings, tables and images.",Writing,"appropriate,choose,headings,images,structures,tables,text","VC2EALC2W04,VC2EALC2W13,VC2EALC2W05,VC2EALC2W07,VC2EALC2W10",High
English,English as an Additional Language,Level C2,VC2EALC2ASC24,They use simple model texts as a basis for their own texts.,Writing,"basis,model,simple,texts","VC2EALC2W01,VC2EALC2W02,VC2EALC2W05,VC2EALC2W10,VC2EALC2W13",High
English,English as an Additional Language,Level C2,VC2EALC2ASC25,They use strategies to organise information in supported research tasks.,Writing,"information,organise,research,strategies,supported,tasks","VC2EALC2W05,VC2EALC2W14,VC2EALC2W02,VC2EALC2W04,VC2EALC2W11",High
English,English as an Additional Language,Level C2,VC2EALC2ASC26,"With teacher support and feedback, they review, redraft and improve their writing by discussing alternative ways of arranging and expressing ideas.",Writing,"alternative,arranging,discussing,expressing,feedback,ideas,improve,redraft,review,support,teacher,ways,writing","VC2EALC2W16,VC2EALC2W01,VC2EALC2W03,VC2EALC2W13,VC2EALC2W14",High
English,English as an Additional Language,Level C2,VC2EALC2ASC27,"They use a range of digital resources to write, edit and publish their texts.",Writing,"digital,edit,publish,range,resources,texts,write","VC2EALC2W14,VC2EALC2W01,VC2EALC2W02,VC2EALC2W04,VC2EALC2W13",High
English,English as an Additional Language,Level C3,VC2EALC3ASC01,"By the end of Level C3, students demonstrate the following skills in English as an Additional Language.",,"additional,demonstrate,english,following,language,level,skills",,High
English,English as an Additional Language,Level C3,VC2EALC3ASC02,"Students listen, question and respond successfully in a wide range of social and academic contexts.",Listening and Speaking,"academic,contexts,listen,question,range,respond,social,successfully,wide","VC2EALC3L01,VC2EALC3L03,VC2EALC3L05,VC2EALC3L07,VC2EALC3L11",High
English,English as an Additional Language,Level C3,VC2EALC3ASC03,"They demonstrate sufficient control of stress, rhythm and intonation to be understood in most contexts.",Listening and Speaking,"contexts,control,demonstrate,intonation,most,rhythm,stress,sufficient,understood","VC2EALC3L11,VC2EALC3L04,VC2EALC3L10,VC2EALC3L01,VC2EALC3L02",High
English,English as an Additional Language,Level C3,VC2EALC3ASC04,"They use appropriate non-verbal language, take account of purpose and audience, and structure extended texts appropriately when participating in group debates and discussions.",Listening and Speaking,"account,appropriate,appropriately,audience,debates,discussions,extended,group,language,non-verbal,participating,purpose,structure,take,texts,when","VC2EALC3W13,VC2EALC3L05,VC2EALC3L09,VC2EALC3L04,VC2EALC3L11",High
English,English as an Additional Language,Level C3,VC2EALC3ASC05,They discuss texts from across the curriculum using modelled examples in supportive classroom situations and structured group work.,Listening and Speaking,"across,classroom,curriculum,discuss,examples,group,modelled,situations,structured,supportive,texts,work","VC2EALC3L03,VC2EALC3L09,VC2EALC3L11,VC2EALC3R05,VC2EALC3L05",High
English,English as an Additional Language,Level C3,VC2EALC3ASC06,"With varying accuracy, they use a range of question types, time signals, conjunctions and modal verbs to express points of view and to give and justify opinions.",Listening and Speaking,"accuracy,conjunctions,express,give,justify,modal,opinions,points,question,range,signals,time,types,varying,verbs,view","VC2EALC3L06,VC2EALC3L05,VC2EALC3L09,VC2EALC3L07,VC2EALC3W09",High
English,English as an Additional Language,Level C3,VC2EALC3ASC07,"They interpret spoken and print texts and, with support, understand the full text.",Listening and Speaking,"full,interpret,print,spoken,support,text,texts,understand","VC2EALC3L02,VC2EALC3L01,VC2EALC3L05,VC2EALC3W10,VC2EALC3L09",High
English,English as an Additional Language,Level C3,VC2EALC3ASC08,They listen for specific information when questions are given beforehand.,Listening and Speaking,"beforehand,given,information,listen,questions,specific,when","VC2EALC3L14,VC2EALC3L01,VC2EALC3L02,VC2EALC3L03,VC2EALC3L08",High
English,English as an Additional Language,Level C3,VC2EALC3ASC09,They understand small amounts of abstract and generalised information when appropriate background is provided.,Listening and Speaking,"abstract,amounts,appropriate,background,generalised,information,provided,small,understand,when","VC2EALC3L14,VC2EALC3L01,VC2EALC3L03,VC2EALC3L05,VC2EALC3L08",High
English,English as an Additional Language,Level C3,VC2EALC3ASC10,"Students demonstrate a basic understanding of the main ideas, issues or plot developments in a range of print and digital texts across all curriculum areas.",Reading and Viewing,"across,areas,basic,curriculum,demonstrate,developments,digital,ideas,issues,main,plot,print,range,texts,understanding","VC2EALC3R01,VC2EALC3R05,VC2EALC3R16,VC2EALC3R03,VC2EALC3R07",High
English,English as an Additional Language,Level C3,VC2EALC3ASC11,"These texts include handwritten, visual, multimodal and interactive texts.",Reading and Viewing,"handwritten,include,interactive,multimodal,texts,visual","VC2EALC3R01,VC2EALC3R03,VC2EALC3R05,VC2EALC3R07,VC2EALC3R11",High
English,English as an Additional Language,Level C3,VC2EALC3ASC12,Students demonstrate a basic understanding of the different purposes and structures of a range of text types and can make predictions about the likely content of texts.,Reading and Viewing,"about,basic,content,demonstrate,different,likely,make,predictions,purposes,range,structures,text,texts,types,understanding","VC2EALC3R05,VC2EALC3R01,VC2EALC3R07,VC2EALC3R16,VC2EALC3R03",High
English,English as an Additional Language,Level C3,VC2EALC3ASC13,"They identify the structure of imaginative texts they read, and the role of headings, diagrams and captions in information texts.",Reading and Viewing,"captions,diagrams,headings,identify,imaginative,information,read,role,structure,texts","VC2EALC3R01,VC2EALC3R03,VC2EALC3R05,VC2EALC3R14,VC2EALC3R02",High
English,English as an Additional Language,Level C3,VC2EALC3ASC14,"They follow meaning across sentences and paragraphs by tracking basic cohesive and reference items, and clearly expressed cues in sentence structure and vocabulary.",Reading and Viewing,"across,basic,clearly,cohesive,cues,expressed,follow,items,meaning,paragraphs,reference,sentence,sentences,structure,tracking,vocabulary","VC2EALC3R04,VC2EALC3R08,VC2EALC3R06,VC2EALC3R14,VC2EALC3W06",High
English,English as an Additional Language,Level C3,VC2EALC3ASC15,They use appropriate metalanguage to talk about the structure and features of a text.,Reading and Viewing,"about,appropriate,features,metalanguage,structure,talk,text","VC2EALC3R05,VC2EALC3W13,VC2EALC3R01,VC2EALC3R03,VC2EALC3R07",High
English,English as an Additional Language,Level C3,VC2EALC3ASC16,"They adjust their rate of reading to a task, reading closely for analysis, scanning for specific information and skimming for the main idea.",Reading and Viewing,"adjust,analysis,closely,idea,information,main,rate,reading,scanning,skimming,specific,task","VC2EALC3R02,VC2EALC3R15,VC2EALC3R14,VC2EALC3R01,VC2EALC3R03",High
English,English as an Additional Language,Level C3,VC2EALC3ASC17,They use their knowledge of phoneme–grapheme correspondences and cues from surrounding text to assist in reading unfamiliar words.,Reading and Viewing,"assist,correspondences,cues,knowledge,phoneme–grapheme,reading,surrounding,text,unfamiliar,words","VC2EALC3R04,VC2EALC3R11,VC2EALC3R14,VC2EALC3R15,VC2EALC3R01",High
English,English as an Additional Language,Level C4,VC2EALC4ASC01,"By the end of Level C4, students demonstrate the following skills in English as an Additional Language.",,"additional,demonstrate,english,following,language,level,skills",,High
English,English as an Additional Language,Level C4,VC2EALC4ASC02,"Students demonstrate greater autonomy and control over their use of English, combining their expanding vocabulary with the appropriate use of a wide range of complex grammatical features including modal verbs, passive voice and tenses.",Listening and Speaking,"appropriate,autonomy,combining,complex,control,demonstrate,english,expanding,features,grammatical,greater,modal,over,passive,range,tenses,verbs,vocabulary,voice,wide","VC2EALC4L07,VC2EALC4L08,VC2EALC4L04,VC2EALC4L05,VC2EALC4W08",High
English,English as an Additional Language,Level C4,VC2EALC4ASC03,"They demonstrate understanding of the ways in which pauses, stress, rhythm and intonation help to clarify meaning.",Listening and Speaking,"clarify,demonstrate,help,intonation,meaning,pauses,rhythm,stress,understanding,ways","VC2EALC4L11,VC2EALC4L13,VC2EALC4L07,VC2EALC4L10,VC2EALC4L12",High
English,English as an Additional Language,Level C4,VC2EALC4ASC04,They speak clearly and pronounce most sounds correctly.,Listening and Speaking,"clearly,correctly,most,pronounce,sounds,speak","VC2EALC4L01,VC2EALC4L02,VC2EALC4L03,VC2EALC4L04,VC2EALC4L10",High
English,English as an Additional Language,Level C4,VC2EALC4ASC05,"They take part in extended discourse on factual and interpersonal topics using an appropriate modelled structure, and respond appropriately to listeners’ reactions.",Listening and Speaking,"appropriate,appropriately,discourse,extended,factual,interpersonal,listeners’,modelled,part,reactions,respond,structure,take,topics","VC2EALC4L01,VC2EALC4L04,VC2EALC4L05,VC2EALC4L12,VC2EALC4L03",High
English,English as an Additional Language,Level C4,VC2EALC4ASC06,They deliver formal and informal presentations to an audience.,Listening and Speaking,"audience,deliver,formal,informal,presentations","VC2EALC4L05,VC2EALC4L04,VC2EALC4L12,VC2EALC4L09,VC2EALC4L01",High
English,English as an Additional Language,Level C4,VC2EALC4ASC07,"They identify the intention of supportive speakers, using their knowledge of how intonation, volume, stress and lexical choices support and convey meaning and emphasise opinions and emotions.",Listening and Speaking,"choices,convey,emotions,emphasise,identify,intention,intonation,knowledge,lexical,meaning,opinions,speakers,stress,support,supportive,volume","VC2EALC4L11,VC2EALC4L01,VC2EALC4L13,VC2EALC4L02,VC2EALC4L03",High
English,English as an Additional Language,Level C4,VC2EALC4ASC08,They identify examples of relatively explicit subjective language.,Listening and Speaking,"examples,explicit,identify,language,relatively,subjective","VC2EALC4L01,VC2EALC4L07,VC2EALC4L12,VC2EALC4L13,VC2EALC4L02",High
English,English as an Additional Language,Level C4,VC2EALC4ASC09,"They extract information from challenging spoken texts, using guide questions and taking notes on key ideas.",Listening and Speaking,"challenging,extract,guide,ideas,information,notes,questions,spoken,taking,texts","VC2EALC4L02,VC2EALC4L05,VC2EALC4L13,VC2EALC4L06,VC2EALC4L15",High
English,English as an Additional Language,Level C4,VC2EALC4ASC10,Students compare and make judgements about different texts (such as texts on the same topic by different authors) and read a wide range of accessible and culturally appropriate texts from across the curriculum with a high degree of independence.,Reading and Viewing,"(such,about,accessible,across,appropriate,authors),compare,culturally,curriculum,degree,different,high,independence,judgements,make,range,read,same,texts,topic,wide","VC2EALC4L09,VC2EALC4R05,VC2EALC4R14,VC2EALC4R04,VC2EALC4R13",High
English,English as an Additional Language,Level C4,VC2EALC4ASC11,"These texts may be print or digital, including handwritten, visual, multimodal and interactive texts.",Reading and Viewing,"digital,handwritten,interactive,multimodal,print,texts,visual","VC2EALC4R03,VC2EALC4R14,VC2EALC4R01,VC2EALC4R02,VC2EALC4R04",High
English,English as an Additional Language,Level C4,VC2EALC4ASC12,"Students take notes that identify main ideas, issues and plot developments.",Reading and Viewing,"developments,ideas,identify,issues,main,notes,plot,take","VC2EALC4R01,VC2EALC4R06,VC2EALC4R16,VC2EALC4L02,VC2EALC4L13",High
English,English as an Additional Language,Level C4,VC2EALC4ASC13,"They identify supporting information to justify a response, including significant quotations that relate to key themes.",Reading and Viewing,"identify,information,justify,quotations,relate,response,significant,supporting,themes","VC2EALC4R01,VC2EALC4R02,VC2EALC4R13,VC2EALC4R16,VC2EALC4R03",High
English,English as an Additional Language,Level C4,VC2EALC4ASC14,They understand the main meaning by focusing on the first lines of key paragraphs.,Reading and Viewing,"first,focusing,lines,main,meaning,paragraphs,understand","VC2EALC4R04,VC2EALC4R06,VC2EALC4R12,VC2EALC4R15,VC2EALC4R01",High
English,English as an Additional Language,Level C4,VC2EALC4ASC15,They adjust their reading style to a task.,Reading and Viewing,"adjust,reading,style,task","VC2EALC4R12,VC2EALC4R14,VC2EALC4R15,VC2EALC4R16,VC2EALC4R01",High
English,English as an Additional Language,Level C4,VC2EALC4ASC16,"They locate and organise information from a range of reference sources, including the internet, and begin to synthesise and make meaning from increasingly complex texts.",Reading and Viewing,"begin,complex,increasingly,information,internet,locate,make,meaning,organise,range,reference,sources,synthesise,texts","VC2EALC4R14,VC2EALC4R04,VC2EALC4R15,VC2EALC4R02,VC2EALC4L07",High
English,English as an Additional Language,Level C4,VC2EALC4ASC17,They identify reference items across complex sentences.,Reading and Viewing,"across,complex,identify,items,reference,sentences","VC2EALC4R06,VC2EALC4R01,VC2EALC4R07,VC2EALC4R09,VC2EALC4R13",High
English,English as an Additional Language,Level C4,VC2EALC4ASC18,They predict the way a text may be organised and its likely language features.,Reading and Viewing,"features,language,likely,organised,predict,text","VC2EALC4R04,VC2EALC4R05,VC2EALC4R13,VC2EALC4R02,VC2EALC4R03",High
English,English as an Additional Language,Level C4,VC2EALC4ASC19,"With more difficult texts, they identify a few specific facts and the basic perspective of the writer.",Reading and Viewing,"basic,difficult,facts,identify,more,perspective,specific,texts,writer","VC2EALC4R13,VC2EALC4R16,VC2EALC4R02,VC2EALC4R04,VC2EALC4R01",High
English,English as an Additional Language,Level C4,VC2EALC4ASC20,"Students write, with appropriate support, the full range of extended imaginative and information text types undertaken across the curriculum.",Writing,"across,appropriate,curriculum,extended,full,imaginative,information,range,support,text,types,undertaken,write","VC2EALC4W02,VC2EALC4W03,VC2EALC4W05,VC2EALC4W01,VC2EALC4L02",High
English,English as an Additional Language,Level C4,VC2EALC4ASC21,"With support, they vary their writing to be consistent with the text type, the context and the needs of the reader, presenting similar content in different ways.",Writing,"consistent,content,context,different,needs,presenting,reader,similar,support,text,type,vary,ways,writing","VC2EALC4W13,VC2EALC4W05,VC2EALC4W07,VC2EALC4W10,VC2EALC4W16",High
English,English as an Additional Language,Level C4,VC2EALC4ASC22,"They demonstrate reasonably consistent control of a wide range of grammatical features, including spelling.",Writing,"consistent,control,demonstrate,features,grammatical,range,reasonably,spelling,wide","VC2EALC4L07,VC2EALC4W08,VC2EALC4W11,VC2EALC4W12,VC2EALC4W01",High
English,English as an Additional Language,Level C4,VC2EALC4ASC23,"They incorporate direct and indirect speech, including quotations, appropriately.",Writing,"appropriately,direct,incorporate,indirect,quotations,speech","VC2EALC4W01,VC2EALC4W04,VC2EALC4W10,VC2EALC4W14,VC2EALC4W02",High
English,English as an Additional Language,Level C4,VC2EALC4ASC24,"They employ an extended range of appropriate cohesive devices between sentences and paragraphs, retaining clarity and fluency.",Writing,"appropriate,between,clarity,cohesive,devices,employ,extended,fluency,paragraphs,range,retaining,sentences","VC2EALC4W05,VC2EALC4W06,VC2EALC4L06,VC2EALC4R06,VC2EALC4W01",High
English,English as an Additional Language,Level C4,VC2EALC4ASC25,They use some abstract noun groups.,Writing,"abstract,groups,noun,some","VC2EALC4W10,VC2EALC4W09,VC2EALC4L08,VC2EALC4W03,VC2EALC4W05",High
English,English as an Additional Language,Level C4,VC2EALC4ASC26,"In response to feedback and self-assessment, they review and redraft their writing to enhance fluency, clarity, accuracy and appropriateness for purpose, audience and context.",Writing,"accuracy,appropriateness,audience,clarity,context,enhance,feedback,fluency,purpose,redraft,response,review,self-assessment,writing","VC2EALC4W03,VC2EALC4W13,VC2EALC4L04,VC2EALC4W05,VC2EALC4W06",High
English,English as an Additional Language,Level C4,VC2EALC4ASC27,"They plan, draft, edit and present their writing in a range of print and digital forms, as appropriate.",Writing,"appropriate,digital,draft,edit,forms,plan,present,print,range,writing","VC2EALC4W16,VC2EALC4W13,VC2EALC4W12,VC2EALC4W14,VC2EALC4W01",High
