Band,Subject,Unit,AreaofStudy,Code,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The conventions of small group and whole class discussion, including ways of developing constructive interactions and building on ideas of others in discussion",,1,7
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OKE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The conventions of discussion and debate,,1,8
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The conventions of discussion and debate,,1,8
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OKE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The conventions of syntax, punctuation and spelling of Standard Australian English.",,1,9
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The conventions of syntax, punctuation and spelling of Standard Australian English.",,1,9
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Apply reading and viewing strategies to a text,,1,1
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Apply reading and viewing strategies to a text,,1,1
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Read and engage with a text for meaning,,1,2
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Read and engage with a text for meaning,,1,2
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Engage in discussions to clarify, test and extend views about a text",,1,3
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Engage in discussions to clarify, test and extend views about a text",,1,3
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Employ appropriate metalanguage,,1,4
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Employ appropriate metalanguage,,1,4
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Explore and analyse:,,1,5
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Explore and analyse:,,1,5
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"The dynamics of a text including characters’ motivations, the tensions in relationships, the function of settings, the complexities of plot and the role of point of view",explore and analyse:,2,6
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"The dynamics of a text including characters’ motivations, the tensions in relationships, the function of settings, the complexities of plot and the role of point of view",explore and analyse:,2,6
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The explicit and implicit ideas presented in a text,explore and analyse:,2,7
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The explicit and implicit ideas presented in a text,explore and analyse:,2,7
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"How the historical context, and the social and cultural values in a text contribute to meaning and shape readers’ understanding",explore and analyse:,2,8
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"How the historical context, and the social and cultural values in a text contribute to meaning and shape readers’ understanding",explore and analyse:,2,8
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,How the values in a text are conveyed,explore and analyse:,2,9
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,How the values in a text are conveyed,explore and analyse:,2,9
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Explore and analyse the impact of the vocabulary, text structures and language features on a text and how these elements shape meaning",,1,10
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Explore and analyse the impact of the vocabulary, text structures and language features on a text and how these elements shape meaning",,1,10
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Plan, construct and edit analytical writing that:",,1,11
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Plan, construct and edit analytical writing that:",,1,11
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Responds explicitly to set topics,"plan, construct and edit analytical writing that:",2,12
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Responds explicitly to set topics,"plan, construct and edit analytical writing that:",2,12
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Develops and sustains ideas,"plan, construct and edit analytical writing that:",2,13
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Develops and sustains ideas,"plan, construct and edit analytical writing that:",2,13
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Explores and refines organisational structure appropriate to analytical writing,"plan, construct and edit analytical writing that:",2,14
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Explores and refines organisational structure appropriate to analytical writing,"plan, construct and edit analytical writing that:",2,14
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Demonstrates knowledge of a text,"plan, construct and edit analytical writing that:",2,15
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Demonstrates knowledge of a text,"plan, construct and edit analytical writing that:",2,15
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Uses key evidence from a text to support ideas and analysis,"plan, construct and edit analytical writing that:",2,16
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Uses key evidence from a text to support ideas and analysis,"plan, construct and edit analytical writing that:",2,16
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Demonstrates understanding of purpose, audience and context","plan, construct and edit analytical writing that:",2,17
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Demonstrates understanding of purpose, audience and context","plan, construct and edit analytical writing that:",2,17
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Use the appropriate conventions of syntax, punctuation and spelling of Standard Australian English.",,1,18
Year 12,English,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Use the appropriate conventions of syntax, punctuation and spelling of Standard Australian English.",,1,18
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,Use of contention and supporting arguments including:,,1,1
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,Use of contention and supporting arguments including:,,1,1
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,Sequence and structure,,1,2
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,Sequence and structure,,1,2
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,Supporting evidence,,1,3
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,Supporting evidence,,1,3
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,Language,,1,4
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,Language,,1,4
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,Techniques and strategies,,1,5
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,Techniques and strategies,,1,5
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The role of visuals in supporting and augmenting argument,,1,6
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The role of visuals in supporting and augmenting argument,,1,6
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The ways authors employ arguments to position intended audiences,,1,7
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The ways authors employ arguments to position intended audiences,,1,7
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The features of print and digital, and audio and/or audio visual, texts used by authors to position intended audiences",,1,8
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The features of print and digital, and audio and/or audio visual, texts used by authors to position intended audiences",,1,8
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The context in which a text appears and how the identity of the author can affect an audience’s reaction to a text intended to persuade,,1,9
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The context in which a text appears and how the identity of the author can affect an audience’s reaction to a text intended to persuade,,1,9
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The conventions of discussion and debate such as active listening, monitoring and evaluating arguments, and questioning",,1,10
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The conventions of discussion and debate such as active listening, monitoring and evaluating arguments, and questioning",,1,10
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The ways that effective persuasive texts counter arguments through rebuttal, respectful disagreement, and a focus on the arguments, tempering personal responses to powerful, challenging or contentious issues",,1,11
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The ways that effective persuasive texts counter arguments through rebuttal, respectful disagreement, and a focus on the arguments, tempering personal responses to powerful, challenging or contentious issues",,1,11
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The features of analytical responses to texts that position audiences, including relevant metalanguage",,1,12
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The features of analytical responses to texts that position audiences, including relevant metalanguage",,1,12
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The structures and conventions appropriate for spoken texts that present an argument,,1,13
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The structures and conventions appropriate for spoken texts that present an argument,,1,13
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The conventions of syntax, punctuation and spelling of Standard Australian English.",,1,14
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The conventions of syntax, punctuation and spelling of Standard Australian English.",,1,14
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Summarise the key points in persuasive texts,,1,1
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Summarise the key points in persuasive texts,,1,1
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Identify and analyse, and apply:",,1,2
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Identify and analyse, and apply:",,1,2
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The intent and logical development of an argument,"identify and analyse, and apply:",2,3
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The intent and logical development of an argument,"identify and analyse, and apply:",2,3
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The different evidence the author uses to support arguments,"identify and analyse, and apply:",2,4
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The different evidence the author uses to support arguments,"identify and analyse, and apply:",2,4
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The language used by the author to position or persuade an audience to share a point of view,"identify and analyse, and apply:",2,5
Year 12,English,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,The language used by the author to position or persuade an audience to share a point of view,"identify and analyse, and apply:",2,5
