SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,Creating a mind map,,,,18
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,"Using butcher's paper or digital tools such as 'Whiteboard', students create a mind map that visually organises their most favourite and least favorite moments. They label each moment and include details about what made it engaging or disengaging.",,,,19
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,Discussing engagement,,,,20
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,"In small groups or as a class, students discuss why certain moments were particularly engaging or disengaging. They explore elements such as performance quality, design or emotional impact.",,,,21
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,Recording evaluative language,,,,22
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KS,DetailedExampleStep,Paragraph,"As students discuss, they record the evaluative and analytical language being used. They then review the recording to highlight key terms and phrases that describe their reactions and judgments about the performance.",,,,23
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,Writing analytical and evaluative paragraphs,,,,24
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,Students use their recorded discussions to write two types of paragraphs:,,,,25
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KS,DetailedExampleStep,Bullet,"Analytical paragraph: This should describe their chosen moments in detail, analysing what made these moments effective or ineffective.",,,,26
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KS,DetailedExampleStep,Bullet,Evaluative paragraph: This should evaluate how well these moments succeeded in conveying the intended meaning of the script or impact of the performance.,,,,27
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,Linking to the written playscript,,,,28
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,"Provide students with excerpts from the written playscript related to their favourite moments. Students then compare these excerpts with the live performance, noting any similarities and differences in how the moments were realised on stage, as well as making notes about the directing, design and acting within these specific moments.",,,,29
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,Creating a Venn Diagram,,,,30
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KS,DetailedExampleStep,Paragraph,Students create a Venn diagram to visually compare the similarities and differences between the written playscript and the live performance in order to deepen their understanding of how the script's intentions were either realised or not realised in the performance.,,,,31
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,Rewriting the paragraphs,,,,32
Performing Arts,Theatre Studies,,,Year 12,Unit 3,VCETSU3AS3,Area of Study 3 - Analysing and evaluating theatre,Outcome 3,VCETSU3AS3O3KK,DetailedExampleStep,Paragraph,Students revise their analytical and evaluative paragraphs to incorporate insights from the written playscript. They explain how the live performance interpreted the moments from the script and how the interpretation affected their understanding of the play.,,,,33
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4,,,,,UnitHeading,Unit 4 Presenting an interpretation,,,,1
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,,,OutcomeHeading,Outcome 1:,,,,1
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,,,OutcomeDescription,Describe and justify an interpretation of a monologue and its prescribed scene within the world of the play.,,,,2
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Paragraph,Example of learning activities,,,,3
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Paragraph,Previous productions,,,,4
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KS,Activity,Bullet,"Research and analyse previous productions of the selected play from which your chosen monologue is taken. Focus on how different directors and actors have interpreted the monologue and its scene. Watch recordings of these productions (if available) and read reviews and critical essays. Compare these interpretations, noting variations in acting, staging, design and directorial choices. Present your findings to the class, discussing how these interpretations have influenced your own understanding of the monologue.",,,,5
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Paragraph,Playwright's context and history,,,,6
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Bullet,"Conduct a detailed study of the playwright's personal background, the historical context in which the play was written, and the socio-political environment during which the play was written. Explore the playwright's other works, their influences, and the prevalent themes in their writing. Understanding the playwright's intentions and the historical and socio-political contexts will provide insight into the deeper meanings and nuances of the monologue and its scene. Write a research report summarising your findings and discussing how this context informs your interpretation of the monologue.",,,,7
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Paragraph,Design and performance choices,,,,8
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Bullet,"Develop a comprehensive design and performance plan for the monologue and its scene. This plan should include your relevant acting, directing and/or design concepts. Outline your performance choices, such as character motivations, physicality and vocal delivery. Create design sketches, mood boards, and a director's concept statement to visually and verbally justify your choices. Present your plans to the class, explaining how your design and performance choices enhance your interpretation of the monologue.",,,,9
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Paragraph,Structured questions,,,,10
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Bullet,"Answer a series of structured questions to deepen your understanding and analysis of the monologue and its scene. These questions will focus on themes, character motivations, language, and dramatic techniques used in the scene. Consider the following:",,,,11
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Bullet,How has the context of the chosen monologue informed your interpretation?,"Answer a series of structured questions to deepen your understanding and analysis of the monologue and its scene. These questions will focus on themes, character motivations, language, and dramatic techniques used in the scene. Consider the following:",,,12
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Bullet,"How have the social, historical and cultural contexts of the play and playwright influenced your interpretation?","Answer a series of structured questions to deepen your understanding and analysis of the monologue and its scene. These questions will focus on themes, character motivations, language, and dramatic techniques used in the scene. Consider the following:",,,13
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Bullet,How have you used at least two elements of theatre composition in your interpretation?,"Answer a series of structured questions to deepen your understanding and analysis of the monologue and its scene. These questions will focus on themes, character motivations, language, and dramatic techniques used in the scene. Consider the following:",,,14
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Bullet,How does your interpretation reflect an intended effect of the playwright's original text?,"Answer a series of structured questions to deepen your understanding and analysis of the monologue and its scene. These questions will focus on themes, character motivations, language, and dramatic techniques used in the scene. Consider the following:",,,15
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,Activity,Bullet,How does your work in your chosen production roles realise a symbol or dramaturgical vision in your interpretation?,"Answer a series of structured questions to deepen your understanding and analysis of the monologue and its scene. These questions will focus on themes, character motivations, language, and dramatic techniques used in the scene. Consider the following:",,,16
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExample,Paragraph,Design and performance choices,,,,17
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExampleStep,Paragraph,"This learning activity is designed to ensure that students develop a detailed and well-justified interpretation of their monologue, culminating in an oral presentation that showcases their design and performance choices, supported by responses to structured questions to deepen their analytical skills.",,,,18
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExampleStep,Paragraph,"Students further develop their design and performance plans by participating in a series of workshops. They create detailed set design sketches and 3D models, considering spatial relationships and visual aesthetics. For costume design, students create renderings and fabric swatches to visualise their ideas. Lighting design involves developing a lighting plan with plots and colour palettes to enhance key moments. Sound design involves selecting sound effects and music that underscore emotional and thematic elements.",,,,19
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExampleStep,Paragraph,"In performance workshops, students explore character motivations, physicality and vocal delivery. They delve into their character's backstory and objectives, experiment with movement and gestures, and practise delivering their monologue with various vocal techniques. Through rehearsals, they integrate these design and performance choices, refining their work based on feedback.",,,,20
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExampleStep,Paragraph,"Students write a director's concept statement explaining their interpretation and how their choices support this interpretation. They present their final design and performance choices through an oral presentation, showcasing their detailed design sketches, mood boards and director's concept statement.",,,,21
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExampleStep,Paragraph,"To further their understanding and articulation of their design and performance choices, students answer structured questions as part of their oral presentation.",,,,22
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExampleStep,Paragraph,"This learning activity is designed to ensure that students develop a detailed and well-justified interpretation of their monologue, culminating in an oral presentation that showcases their proposed directing, acting and/or design choices, supported by responses to structured questions to deepen their analytical skills.",,,,23
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExampleStep,Paragraph,"Throughout this outcome, it is important for students to spend time undertaking planning activities to explore interpretive possibilities, rather than becoming set on definitive ideas in a short period of time.",,,,24
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExampleStep,Paragraph,For design students:,,,,25
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExampleStep,Paragraph,"Students develop their design ideas by participating in a series of workshops. They create detailed design sketches, renderings, plans, physical mock-ups such as 3D models, considering spatial relationships and visual aesthetics. Students consider the intended style of the monologue and begin to consider how this style impacts design. Additionally, students consider if the monologue is going to be recontextualised and if so, how these proposed changes will be reflected in their designs and interpreted for an audience.",,,,26
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExampleStep,Paragraph,For acting and directing students:,,,,27
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExampleStep,Paragraph,"In performance workshops, students explore character motivations through exploratory workshops that focus on acting skills. They delve into their character's backstory, objectives and motivations, considering how these aspects can be represented through physical expression. They annotate the script, discovering staging possibilities and trial these through physical exploration of a 5m x 5m performance space, trialing physical proximity and considering intended effects through blocking. Students consider the intended style of the monologue and begin to consider how this style impacts both acting and direction. Additionally, students consider if the monologue is going to be recontextualised and if so, how these proposed changes will be reflected in their work and interpreted for an audience.",,,,28
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS1,Area of Study 1 - Dramaturgical research and presenting theatrical possibilities,Outcome 1,VCETSU4AS1O1KK,DetailedExampleStep,Paragraph,"To further their understanding and articulation of their directing, acting and/or design choices, students answer structured questions as part of their oral presentation.",,,,29
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,,,OutcomeHeading,Outcome 2:,,,,1
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,,,OutcomeDescription,Interpret and present a monologue through the application of two production roles and orally justify and explain their interpretative decisions.,,,,2
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,Activity,Paragraph,Example of learning activities,,,,3
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,Activity,Paragraph,Five tableaux of significant moments,,,,4
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,Activity,Bullet,"Create five tableaux that capture significant moments in your monologue. These tableaux should represent key points in the character's journey and emotional arc within the monologue. Work in small groups to design and stage these tableaux, focusing on composition, use of space, and physical expression. Each group member takes on a specific production role, such as director or designer, to ensure that the tableaux are visually and thematically cohesive. After presenting your tableaux, explain how each moment is significant to the character's development and how the composition reflects your interpretive choices.",,,,5
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,Activity,Paragraph,Character timeline in the play,,,,6
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,Activity,Bullet,"Develop a detailed timeline of your character's journey throughout the entire play, highlighting key events and moments that influence the character's actions and motivations in the monologue. Include textual evidence and annotations that explain the significance of each event. Present your timeline to the class, demonstrating your understanding of the character's development and how these events shape the character's role in the monologue.",,,,7
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,Activity,Paragraph,Style and design choices,,,,8
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,Activity,Bullet,"Research style and design elements that are appropriate for the monologue, taking into consideration the historical and cultural context of the play. Create design sketches, mood boards and a director's concept statement to visually represent your interpretive choices. This should include costume design, set design, lighting and sound. Justify your design choices in an oral presentation, explaining how these elements support your interpretation of the monologue and enhance the overall performance. This activity will help you articulate and visually represent your creative decisions.",,,,9
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,Activity,Paragraph,Elements of theatre composition,,,,10
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KS,Activity,Bullet,"Analyse and apply the elements of composition to your monologue performance, including motion and rhythm. During rehearsals, experiment with different ways to stage your monologue, focusing on how these elements can enhance the storytelling and emotional impact. Document your process in a rehearsal journal, noting what worked, what did not, and provide reasons why.",,,,11
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,Activity,Paragraph,Statement of intention,,,,12
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,Activity,Bullet,"Write a detailed statement of intention that outlines your interpretive choices and the rationale behind them. This statement should cover your character analysis, design choices, and how you have applied the elements of composition to your performance. Present your statement of intention to the class, providing a clear justification for your interpretive decisions. Follow this with a Q&A session where peers and teachers ask you questions, allowing you to further articulate and defend your choices.",,,,13
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,DetailedExample,Paragraph,Character timeline in a play,,,,14
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,DetailedExampleStep,Paragraph,"The aim of this activity is for students to understand the importance of character timelines in the context of interpreting a play. They learn how timelines can help in understanding the character's journey and motivations. Provide them with a blank timeline template to fill out during the workshops. The initial timeline creation involves marking significant events and moments in the play, focusing on the context of the monologue, noting what has happened before and what follows.",,,,15
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,DetailedExampleStep,Paragraph,"Students then delve deeper into the specific events that shape their character's journey. They map out significant events and their character's motivations and intentions at each point in the play. This includes identifying key events that influence their character, such as interactions with other characters, important decisions and pivotal moments. For each marked event, students detail their character's motivations and intentions, considering questions such as: What drives the character at this moment? What are their goals? How do their intentions influence their actions?",,,,16
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,DetailedExampleStep,Paragraph,"Students finalise their character timelines, ensuring they have a comprehensive understanding of their character's journey, and prepare to present them, justifying their interpretations. This involves reviewing and refining their timelines, adding any additional details or insights gained from previous lessons.",,,,17
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,DetailedExampleStep,Paragraph,"Students then present their timelines to the class, focusing on how they used the timeline to understand their character's journey. They explain the motivations, intentions and significant events that shaped their character's actions. They explain the previous and following events of the play, their character's motivations and intentions, and the specific moment in the play when the monologue occurs.",,,,18
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS2,Area of Study 2 - Interpreting a monologue,Outcome 2,VCETSU4AS2O2KK,DetailedExampleStep,Paragraph,Students are assessed on their understanding of the character's journey and their ability to articulate and justify their interpretative decisions.,,,,19
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,,,OutcomeHeading,Outcome 3:,,,,1
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,,,OutcomeDescription,"Analyse and evaluate acting, direction and design in a performance of a production from the prescribed VCE Theatre Studies Playlist.",,,,2
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,Activity,Paragraph,Example of learning activities,,,,3
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,Activity,Paragraph,Three scenes combining roles,,,,4
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,Activity,Bullet,"Following the live performance of the prescribed production, select three significant scenes and analyse how acting, direction and design worked together to create a cohesive and impactful narrative. Focus on how the actors' performances were influenced by the director's vision and how design elements enhanced the storytelling. Document your observations, noting how each role contributed to the overall effect of the scenes.",,,,5
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,Activity,Paragraph,"Write a report or create a multimedia presentation in which you combine your analysis of acting, direction and design to evaluate the effectiveness of these scenes.",,,,6
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,Activity,Paragraph,"Objectives, intentions, and character",,,,7
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KS,Activity,Bullet,"Analyse the objectives and intentions behind the actors' performances in the selected production. Examine how the actors conveyed their characters' motivations and how their physical and vocal choices supported these intentions. Pay particular attention to key moments where character development is pivotal and evaluate how effectively the actors communicated their characters' inner lives to the audience. Document your analysis in detailed character studies, including specific examples from the performance to support your evaluations.",,,,8
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,Activity,Paragraph,Style in performance,,,,9
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,Activity,Bullet,"Explore the style of the selected production, focusing on how it aligns with, or deviates from, traditional interpretations of the play. Consider the director's stylistic choices, such as the use of realism, expressionism or other theatre styles as relevant, and how these choices impacted the performance. Analyse how the actors adapted their performances to fit the chosen style and how design elements reinforced this stylistic approach. Compare the production's style with other known productions of the same play to evaluate the uniqueness and effectiveness of the stylistic choices.",,,,10
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,Activity,Paragraph,Theatre technologies and intended effectse,,,,11
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KS,Activity,Bullet,"Analyse the use of theatre technologies in the production, including mechanical, digital and electrical technologies for lighting, sound and set design. Observe how these technologies created specific effects and enhanced the overall impact of the performance. Document instances where theatre technologies contributed to the mood, atmosphere, and thematic elements of the play. Evaluate the effectiveness of these technological elements and how they supported both the actors' performances and the design elements.",,,,12
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,DetailedExample,Paragraph,Three scenes combining roles,,,,13
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,DetailedExampleStep,Paragraph,"Students extend their analysis and evaluation skills by focusing specifically on three moments from a chosen play from the Playlist. For this example of how to consider moments, the play The Importance of Being Earnest by Oscar Wilde, is being used. This was performed by Ridiculusmus at Malthouse Theatre in 2020 and was part of the Playlist for that year. Students explore how acting, direction and design elements combined to create intended effects.",,,,14
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,DetailedExampleStep,Paragraph,Moment 1,,,,15
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,DetailedExampleStep,Paragraph,"Students take notes on 'the opening scene'. In the opening scene, the interplay between set design and acting sets the tone for the comedic style of the performance. The minimalist set, featuring exaggerated Victorian furniture, immediately places the audience in a heightened, satirical version of Wilde's world. The actors' physical comedy, characterised by exaggerated movements and facial expressions, enhances the absurdity of the setting. This combination of set design and acting establishes the play's comedic and satirical tone, engaging the audience from the start.",,,,16
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,DetailedExampleStep,Paragraph,Moment 2,,,,17
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,DetailedExampleStep,Paragraph,"Students take notes on 'the garden scene'. In the garden scene, lighting and costume design work together with the actors' performances to highlight the contrasts between characters. The bright, whimsical lighting underscores the playful banter between Gwendolen and Cecily, while their elaborate, period-accurate costumes emphasise their social status and personalities. The actors' precise timing and delivery of Wilde's witty dialogue, combined with the visual elements, create a cohesive and engaging comedic moment that reflects the themes of identity and social conventions.",,,,18
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,DetailedExampleStep,Paragraph,Moment 3,,,,19
Performing Arts,Theatre Studies,,,Year 12,Unit 4,VCETSU4AS3,Area of Study 3 - Analysing and evaluating a performance,Outcome 3,VCETSU4AS3O3KK,DetailedExampleStep,Paragraph,"Students take notes on 'the final revelation'. In the final revelation scene, the use of sound design and direction enhances the dramatic irony and comedic payoff. The director's staging choices, such as positioning the characters to maximise visual humour and timing of their reactions, work in tandem with sound effects to punctuate key moments of the dialogue. The actors' performances, marked by their physical reactions and vocal inflections, draw out the humour in the characters' misunderstandings and realisations. This combination of sound, direction, and acting culminates in a satisfying and entertaining conclusion to the play.",,,,20
